filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./codeSpace/patched\CWE-326-author_1.py,blacklist,B413,HIGH,HIGH,https://cwe.mitre.org/data/definitions/327.html,The pyCrypto library and its module RSA are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,0,32,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b413-import-pycrypto
./codeSpace/patched\CWE-326-author_2.py,blacklist,B413,HIGH,HIGH,https://cwe.mitre.org/data/definitions/327.html,The pyCrypto library and its module DSA are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,0,32,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b413-import-pycrypto
./codeSpace/patched\CWE-327-codeql_2.py,ssl_with_no_version,B504,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/327.html,"ssl.wrap_socket call with no SSL/TLS protocol version specified, the default SSLv23 could be insecure, possible security issue.",7,15,36,[7],https://bandit.readthedocs.io/en/1.7.8/plugins/b504_ssl_with_no_version.html
./codeSpace/patched\CWE-502-author_1.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with pickle module.,1,0,13,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b403-import-pickle
./codeSpace/patched\CWE-502-codeql_1.py,blacklist,B301,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/502.html,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",12,11,32,[12],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b301-pickle
./codeSpace/patched\CWE-611-author_1.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,11,15,41,[11],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-codeql_1.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.fromstring with its defusedxml equivalent function.,7,17,47,[7],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-sonar_1.py,blacklist,B410,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.,1,0,22,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b410-import-lxml
./codeSpace/patched\CWE-611-sonar_1.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,12,11,61,[12],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-sonar_2.py,blacklist,B410,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.,1,0,22,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b410-import-lxml
./codeSpace/patched\CWE-611-sonar_2.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,8,13,56,[8],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-sonar_3.py,blacklist,B410,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.,1,0,22,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b410-import-lxml
./codeSpace/patched\CWE-611-sonar_3.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,12,16,59,[12],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-611-sonar_4.py,blacklist,B406,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,"Using xml.sax to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.sax with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",1,0,14,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b406-import-xml-sax
./codeSpace/patched\CWE-611-sonar_4.py,blacklist,B317,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using xml.sax.make_parser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.sax.make_parser with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,9,13,34,[9],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-sax
./codeSpace/patched\CWE-643-codeql_1.py,blacklist,B410,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace etree with the equivalent defusedxml package.,1,0,22,[1],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b410-import-lxml
./codeSpace/patched\CWE-643-codeql_1.py,blacklist,B320,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using lxml.etree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.parse with its defusedxml equivalent function.,23,11,45,[23],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree
./codeSpace/patched\CWE-643-sonar_1.py,blacklist,B405,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",2,0,34,[2],https://bandit.readthedocs.io/en/1.7.8/blacklists/blacklist_imports.html#b405-import-xml-etree
./codeSpace/patched\CWE-732-author_1.py,set_bad_file_permissions,B103,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/732.html,Chmod setting a permissive mask 0o755 on file (test.bim).,12,4,31,[12],https://bandit.readthedocs.io/en/1.7.8/plugins/b103_set_bad_file_permissions.html
./codeSpace/patched\CWE-798-author_1.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'your_password',11,20,5,"[11, 12, 13, 14, 15, 16]",https://bandit.readthedocs.io/en/1.7.8/plugins/b106_hardcoded_password_funcarg.html
./codeSpace/patched\CWE-798-codeql_1.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'password123',9,24,37,[9],https://bandit.readthedocs.io/en/1.7.8/plugins/b105_hardcoded_password_string.html
./codeSpace/patched\CWE-918-codeql_1.py,request_without_timeout,B113,MEDIUM,LOW,https://cwe.mitre.org/data/definitions/400.html,Requests call without timeout,13,15,32,[13],https://bandit.readthedocs.io/en/1.7.8/plugins/b113_request_without_timeout.html
./codeSpace/patched\CWE-918-codeql_2.py,request_without_timeout,B113,MEDIUM,LOW,https://cwe.mitre.org/data/definitions/400.html,Requests call without timeout,10,15,36,[10],https://bandit.readthedocs.io/en/1.7.8/plugins/b113_request_without_timeout.html
