"Flask app is run in debug mode","Running a Flask app in debug mode may allow an attacker to run arbitrary code through the Werkzeug debugger.","error","A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.","/CWE-215-codeql_1.py","10","5","10","23"
"Flask app is run in debug mode","Running a Flask app in debug mode may allow an attacker to run arbitrary code through the Werkzeug debugger.","error","A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.","/CWE-502-sonar_1.py","23","5","23","23"
"Default version of SSL/TLS may be insecure","Leaving the SSL/TLS version unspecified may result in an insecure default protocol being used.","warning","Call to deprecated method ssl.wrap_socket does not specify a protocol, which may result in an insecure default being used.","/CWE-327-codeql_2.py","14","18","14","47"
"Use of a broken or weak cryptographic hashing algorithm on sensitive data","Using broken or weak cryptographic hashing algorithms can compromise security.","warning","[[""Sensitive data (certificate)""|""relative:///CWE-327-codeql_3.py:4:25:4:35""]] is used in a hashing algorithm (SHA1) that is insecure.","/CWE-327-codeql_3.py","9","37","9","56"
"Use of a broken or weak cryptographic hashing algorithm on sensitive data","Using broken or weak cryptographic hashing algorithms can compromise security.","warning","[[""Sensitive data (password)""|""relative:///CWE-327-codeql_4.py:3:23:3:30""]] is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function.
[[""Sensitive data (password)""|""relative:///CWE-327-codeql_4.py:8:21:8:35""]] is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function.","/CWE-327-codeql_4.py","11","34","11","55"
"Insecure temporary file","Creating a temporary file using this method may be insecure.","error","Call to deprecated function tempfile.mktemp may be insecure.","/CWE-377-codeql_1.py","8","17","8","24"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///CWE-020-codeql_2.py:4:26:4:32""]].","/CWE-020-codeql_2.py","11","25","11","36"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///CWE-020-codeql_3.py:1:36:1:42""]].","/CWE-020-codeql_3.py","17","21","17","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///CWE-020-codeql_4.py:1:36:1:42""]].","/CWE-020-codeql_4.py","13","25","13","34"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///CWE-601-codeql_1.py:1:26:1:32""]].","/CWE-601-codeql_1.py","12","25","12","32"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///CWE-601-sonar_2.py:1:19:1:25""]].","/CWE-601-sonar_2.py","11","21","11","23"
"XPath query built from user-controlled sources","Building a XPath query from user-controlled sources is vulnerable to insertion of malicious Xpath code by the user.","error","XPath expression depends on a [[""user-provided value""|""relative:///CWE-643-sonar_1.py:1:26:1:32""]].","/CWE-643-sonar_1.py","18","30","18","39"
"Regular expression injection","User input should not be used in regular expressions without first being escaped, otherwise a malicious user may be able to inject an expression that could require exponential time on certain inputs.","error","This regular expression depends on a [[""user-provided value""|""relative:///CWE-730-codeql_1.py:1:19:1:25""]] and is executed by [[""re.search""|""relative:///CWE-730-codeql_1.py:8:14:8:37""]].","/CWE-730-codeql_1.py","8","24","8","30"
"Regular expression injection","User input should not be used in regular expressions without first being escaped, otherwise a malicious user may be able to inject an expression that could require exponential time on certain inputs.","error","This regular expression depends on a [[""user-provided value""|""relative:///CWE-730-codeql_2.py:1:19:1:25""]] and is executed by [[""re.search""|""relative:///CWE-730-codeql_2.py:17:15:17:32""]].","/CWE-730-codeql_2.py","14","24","14","30"
"Overly permissive file permissions","Allowing files to be readable or writable by users other than the owner may allow sensitive information to be accessed.","warning","Overly permissive mask in chmod sets file to world readable.","/CWE-732-author_1.py","13","5","13","31"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///CWE-798-codeql_1.py:16:20:16:36""]].","/CWE-798-codeql_1.py","14","25","14","37"
"Full server-side request forgery","Making a network request to a URL that is fully user-controlled allows for request forgery attacks.","error","The full URL of this request depends on a [[""user-provided value""|""relative:///CWE-918-codeql_1.py:2:26:2:32""]].","/CWE-918-codeql_1.py","13","16","13","32"
"Partial server-side request forgery","Making a network request to a URL that is partially user-controlled allows for request forgery attacks.","error","Part of the URL of this request depends on a [[""user-provided value""|""relative:///CWE-918-codeql_2.py:2:26:2:32""]].","/CWE-918-codeql_2.py","15","16","15","32"
